Row ID,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn
371,IA,,,no,,,,,,175.1,,,,,9.48,,,,,0
372,OH,69,415,no,,,,122,,,111,21.99,169.7,,,8.9,1,2.4,,0
373,,133,,no,yes,,,80,,,,17.8,,87,10.08,14.1,,3.81,,1
374,IL,151,,,no,,,88,22.87,,112,,,61,,15.4,,4.16,,0
375,NC,54,,yes,,0,,,,259.7,108,,,,,9.7,,,,1
376,,82,,no,,,,,17.17,,104,,304.4,93,13.7,13.3,,3.59,,0
377,DC,93,408,,,,,,,189.7,83,,,107,,,,,,0
378,NE,124,,,no,,,134,32.52,261.5,113,22.23,,111,,,,2.7,1,0
379,,,408,no,,,,79,40.39,,107,16.35,207.4,,9.33,9.1,,,,0
380,MS,,,,,,113,63,19.21,,,,,,6.61,10.9,7,,,0
381,ME,,415,no,,0,201.5,123,34.26,,,,220.6,,9.93,,,,1,0
382,,72,,,,,,111,32.42,,,20.54,,,,,,1.19,,0
383,,96,415,,yes,28,,,11.32,,,,144.2,,6.49,13,,3.51,,0
384,,,,no,yes,20,,113,,,,21.57,172.8,,,,4,,1,0
385,NY,,,,yes,36,115.6,111,19.65,,94,,,103,7.65,,,2.67,,0
386,,,,no,yes,,,104,,,,,210,96,9.45,,,2.4,1,0
387,,57,,,no,,,,,,,,235.5,,,,,,,0
388,,138,,no,yes,26,183.9,83,,,93,20.46,,125,8.36,15,,4.05,,0
389,,,,no,no,0,201.4,101,,,122,,,119,,,3,1.89,,0
390,,,408,no,,,,94,,240.9,,,,,,,4,,2,0
391,MI,,,,no,0,,,,,122,11.51,,,10.65,,1,,,0
392,,133,408,,,,,137,,,,,,108,7.6,15.4,4,,,1
393,WA,161,415,no,no,,151.6,,,,87,,224.7,,,,5,,,0
394,PA,104,,no,,,,,,176.3,,,,84,10,13,,3.51,0,0
395,,,415,no,no,0,,103,26.84,,90,22.07,230,117,10.35,14,,,0,0
396,,,,,no,,189.8,,,,83,,191.3,,,12.2,4,3.29,,0
397,VT,99,,,yes,,,103,14.91,,,,,112,8.2,,,,2,0
398,,62,415,,,,98.9,103,16.81,135.4,,11.51,,,,12.2,,3.29,1,0
399,,180,415,no,no,0,,,,,111,16.09,174.9,,7.87,,5,,3,0
400,CA,126,415,no,,0,97,96,,213.1,,,,,14.5,,3,,,1
401,,,408,no,,,171.8,106,,301.7,,25.64,139.4,,6.27,9.7,5,,1,0
402,,,,,,,101.9,,,193.3,,16.43,,126,7.54,15,,4.05,1,0
403,NH,,415,no,,,,,,,,16.52,186.5,,,9.7,,2.62,4,0
404,VT,80,,,,,160.6,103,27.3,237,,20.15,,,11.03,10.7,,,,0
405,IN,,,no,,,,107,,215.6,,18.33,,127,,,3,,,0
406,WA,81,,,,0,183.6,,,,,,212.2,,9.55,,,,3,0
407,,,415,no,,,195.9,,,,,,302.2,,13.6,,3,,,0
408,,,510,,no,0,,89,,,125,,195.3,,8.79,,,,,0
409,,,,,,0,,,36.19,,,,,,5.76,,,1.7,3,0
410,,,,no,no,0,,,22.66,,,21.72,,,10.29,,2,,,0
411,,,,,,42,152.3,,25.89,,,,266.9,130,12.01,,,3.05,7,0
412,,81,,,,,129.9,121,22.08,,,,,123,6.32,,,,,0
413,,55,408,yes,,,,115,,165.4,,,235.4,,,,,2.62,1,0
414,VA,,408,,,0,198.5,,33.75,,60,,,,,,,,0,1
415,,,415,no,no,0,,,,272.5,,,,,8.02,,10,,2,1
416,OH,66,,,,,,,28.99,254.3,,,,,8.88,,2,,,0
417,,99,,no,,,62.9,81,,,,,168.9,121,7.6,,5,,,0
418,,,,no,,26,145.8,,,192.2,,,,96,7.43,9.9,,2.67,,0
419,,,415,,,,,,,141.8,,12.05,,78,,12.6,5,,0,0
420,,,,,no,,230,,,103.2,138,,,136,13.93,,,,,0
421,TX,,,no,,,,91,24.51,,,,,,,,,3.73,,0
422,MN,162,510,,yes,,,97,,,84,,,,,,,,0,0
423,,,,no,,,91.7,,,193.7,,,175,86,,9.2,,2.48,,0
424,MO,,,,,,,,,,97,,270,,12.15,,,2.92,1,0
425,,,408,,no,,221.1,133,37.59,160.2,140,13.62,,84,7.28,8.4,,,,0
426,,,510,,yes,,,117,,,122,10.17,193.2,,,,,,1,1
427,,,415,,,,,,,291.3,,,197.6,92,,11,,,1,0
428,LA,,510,no,,,,,,178.9,72,,244.7,93,11.01,,,2.65,,0
429,NH,,,no,no,0,,117,,,128,19.36,214,101,9.63,,,,0,0
430,ND,,,,yes,,,54,21.71,,,,234.3,84,,,,,2,0
431,,114,,no,,31,,98,,180.5,,15.34,,101,6.81,,,,,0
432,,84,,,yes,30,,65,,,,19.18,188.6,,,,3,,2,0
433,,162,,no,no,0,,,,242,107,,,96,11.11,,,,,0
434,,,510,,,23,,94,30.96,164.6,59,13.99,,102,,12.7,,3.43,,0
435,,57,,no,,0,149.3,100,,,,17.02,231.7,,,11.9,,3.21,,0
436,DE,,408,,no,,,,21.71,,90,15.55,,,,10.6,,,1,0
437,NJ,,,,,,,,22.46,247.5,,,,123,,,6,,3,0
438,,,510,,,,,114,,198.6,140,16.88,206.5,,,13.8,5,,,1
439,CO,85,510,,,21,,,,,,20.37,,80,6.73,,,,,0
440,TX,136,,,,,269.8,,,228.8,,,257.5,106,11.59,,,,,1
441,,,,,,,,92,,169.3,,14.39,166.7,80,,,,2.94,6,1
442,,,,,no,,,111,,165.9,,,182.3,,,14.3,,,,0
443,HI,86,,,yes,21,,,,,,,,120,,10.1,,,0,0
444,,,415,,no,,179.2,111,30.46,,,,,92,10.29,,6,,2,0
445,IN,,510,,no,,,,,193.6,,,,,8.14,13.4,,,2,0
446,WY,72,,,,,,75,46.58,162.8,,13.84,110,121,4.95,,,,,0
447,TX,,,,yes,,236.3,,,195.9,,,,82,,9.7,,,,0
448,,149,415,yes,,,,,21.57,,102,14.19,145.2,,,8.8,,,5,1
449,MN,,,,yes,25,,,16.35,,,15.21,182.1,,,,10,,2,0
450,,135,,,,,194.8,,,235.3,118,,174.4,,,,,,,0
451,,,510,,,,,,,235.3,123,20,,80,7.62,8.7,,,1,0
452,,,415,,,0,,92,,317.5,,,,,6,,,2.24,,0
453,,132,,,no,0,,112,,,,20.71,,122,,,4,,,0
454,SC,,,no,no,,,106,26.35,175.3,,14.9,,,,11.8,,,,0
455,,142,,no,,,,102,,,,,,,,9.9,3,2.67,,0
456,,,,,,0,,,,,,,216.8,95,9.76,9.5,3,,,0
457,OH,119,,,,27,,128,37.42,,133,22.8,,80,,11.1,,3,,0
458,,,,no,no,,198.4,91,,264.7,,,,101,,,2,2.48,,0
459,,,415,,,,,,27.44,220.6,125,,,,,,2,1.38,,0
460,DE,129,510,,,,334.3,,56.83,,104,16.33,,83,,,6,,,1
461,ID,,,no,,0,,,21.22,,,,199.3,,8.97,,,,,0
462,,,408,,,,137.1,94,,209.8,,17.83,,114,10.73,8.6,,2.32,1,0
463,NH,,408,no,,27,182.1,,30.96,,,14.42,,,,10.6,,,,0
464,TN,,,,,12,,92,24.12,,,,,101,8.78,8.7,5,,,0
465,,66,,no,,26,,108,,,,20.67,190.8,,,5.4,3,,2,0
466,DC,88,,no,,,204.8,100,34.82,193.9,,16.48,190.9,,8.59,2,,0.54,,0
467,,,,no,,0,114.8,,19.52,150,,,268.6,119,12.09,9.6,4,,2,0
468,,,,yes,,,230.9,,,,99,,182.4,57,8.21,,,,,1
469,WV,,510,no,,,,,44.51,245,135,,202.1,94,,,,,0,1
470,ND,84,415,,,,,,,149.8,101,12.73,,,9.6,13,,,,0
471,NE,,510,no,no,0,225,,,244.2,111,,221.2,,,10.7,,2.89,,0
472,,145,,,,,,110,,,117,,,,7.52,4.8,4,1.3,,0
473,NE,80,415,,,,127.8,,,,,15.44,,63,,,,4.29,,0
474,WY,94,408,,no,,207,109,35.19,,80,,,,,2.6,6,,,0
475,,112,415,,,,,,,212.7,,18.08,208.3,92,9.37,7.9,,2.13,,0
476,,,510,,,0,218.2,,,169.3,60,14.39,,,,,1,,1,0
477,,58,,,,,149.4,145,25.4,,105,16.7,209.5,,9.43,14.9,,,1,0
478,OR,163,,,,,219.6,99,,,99,,242.7,88,10.92,13.8,,,,0
479,AZ,,,,,,,,23.97,212,85,,,,,,,,,0
480,,,,no,,,,,,,74,,,,,,,,,0
481,,,,,,0,,100,17.39,135.2,104,11.49,199.7,,8.99,15.7,10,,,0
482,,,510,,,,,,29.97,,,,287.4,,12.93,,,1.67,0,0
483,NH,88,415,no,,0,,86,,,,,239.4,,10.77,,,3.19,2,0
484,AL,89,,,no,,,,21.96,214.1,,18.2,,,,,4,2.78,,1
485,,,,,,,198.8,141,,203.7,110,,,,7.97,15.2,,4.1,,0
486,MS,,,,,0,,,,,,,,,9.94,,7,,,0
487,LA,,408,no,,,,122,26.18,207.3,123,,,,,10.8,,,,0
488,,,415,no,no,0,155.3,,,188.2,85,,,73,11.12,,,,,0
489,,,,,no,0,207.1,,,283.5,124,24.1,,107,,,2,2.84,,0
490,,,408,no,no,0,,121,,,83,,,86,,14.2,,3.83,,0
491,,86,,,,0,166.2,112,,255.3,81,,,97,,5.4,7,,,0
492,,,,,,,214.3,,36.43,,55,24.63,,,14.06,10.6,,,1,0
493,,116,,,,,217.3,91,,,,18.37,,,,11.3,,3.05,,0
494,FL,109,408,,no,0,217,115,,,,17.6,,,12.06,,4,,1,0
495,DE,97,,no,no,0,225.1,90,,,127,23.76,,,10.52,,,2.38,,1
496,IN,65,,no,,,213.4,111,,,,,,123,,,,,1,0
497,PA,,415,,,,255.8,,,142.7,,12.13,,,,,,3.16,,0
498,AR,68,510,,,0,172.7,95,,,,,,99,,11.7,1,3.16,2,0
499,IN,,415,,yes,,205.9,109,,298.4,,25.36,,91,,,,3.32,4,0
500,,155,510,no,,,,108,,,,,,108,,,4,,,0
501,NH,78,,,,0,,,27.59,,86,,,,,,,2.73,,0
502,,,,,,,,,,,,,,,8.42,10.1,3,2.73,0,1
503,,149,408,,no,0,,,,,100,,181.7,,8.18,,3,,,0
504,,57,,no,yes,23,,57,,,,19.84,108.8,,,9.1,5,,,0
505,,,408,no,,,,75,,,,23.2,,,8.42,,,,,0
506,,114,,,,31,,,,224.2,,,116.3,91,,12.3,10,3.32,,0
507,RI,,415,,yes,,218.7,79,,,,13.89,173.8,116,7.82,,,4.05,0,0
508,,,,no,no,0,,,31.45,,,,274.9,92,,,8,1.38,,0
509,,83,408,no,no,,,,34.39,,,17.13,101.7,,,,,,,0
510,MT,54,415,,,0,,,,,,,,111,8.88,9.5,,2.57,,1
511,,,415,,,,,,20.81,,,,,,8.11,12.5,7,3.38,,0
512,,87,,,,0,228.7,,,163,99,,,90,,11.8,,3.19,1,0
513,DE,138,,,,0,46.5,,,,114,15.81,167.5,,,,,2.59,,1
514,KS,,,,,,,105,25.62,,133,,,116,,,,2.48,,0
515,VT,117,,,,,167.1,,28.41,,87,15.09,,,11.22,14.1,,,2,1
516,,64,,,no,,,,40.15,,85,,,97,,13.2,,,2,1
517,MO,142,415,,yes,30,154,,,165.8,97,14.09,270,,12.15,,,2.92,,0
518,MA,,415,yes,,,162.8,,27.68,,,,,94,,13.6,,3.67,0,1
519,,,,no,yes,26,,109,45.34,,,,212.8,,9.58,,,4.4,,0
520,OK,155,415,no,yes,,,,,,,,,,,,,,,0
521,AL,,415,,,,123.1,,,182,102,,,,,,,3.4,2,0
522,,,,no,,0,,81,27.63,,,13.53,,,,,,,,0
523,TX,,415,,,,,,,,117,16.75,,,,4.8,4,,,0
524,,,510,yes,,0,224.2,,,,,20.68,,,,12,,3.24,,0
525,NV,88,415,,no,,,61,,179.3,,,,131,,,,1.84,,1
526,,,415,no,,,236.8,102,,,,,,,,9.7,,2.62,3,0
527,UT,110,415,,no,0,271.1,108,,,,,,122,10.8,9.8,,,2,1
528,,,,no,,,,96,35,257.1,,21.85,,63,,,,,,0
529,,,408,no,no,0,,,,,,,164,,,11.6,2,,,1
530,,,415,,no,,,132,43.93,,,,,87,,,8,,,0
531,UT,,,no,no,0,258.1,,,,106,13.72,,,,,,3.16,1,0
532,AZ,60,,,,,,,16.69,,69,,,69,10.06,,2,,,0
533,OH,,510,,,16,,76,,,,20.62,,,6.65,,3,,,0
534,,,,,no,,,,,,122,20.74,180.1,,,9.1,,2.46,2,0
535,,152,408,no,,,,113,50.68,,119,19.38,,,10.26,,,2.21,4,1
536,,,510,no,,0,160.4,,27.27,218.1,,18.54,,,8.68,,4,,1,0
537,,118,408,no,no,,232.4,,,191,,16.24,213,,9.58,,4,,,0
538,,,415,no,,,262.9,,44.69,149.5,,,140.5,,,8.1,,2.19,1,0
539,,115,510,no,no,,,148,,223.8,87,,240.3,,10.81,,,,,0
540,,111,,,no,0,,,,,,22.99,225.3,94,10.14,9,6,,3,0
541,WV,,,,,,186.5,94,,,,,,,9.7,12.1,,,2,0
542,ND,182,415,,,0,104.9,,,198.5,,,,,11.62,8,,,2,0
543,,,510,,no,,159.8,,,,86,,,,,,,2.86,2,0
544,,139,,,no,0,,,37.62,,,13.41,,,,,,,1,0
545,,,408,no,,24,,92,40.02,,71,13.68,211.9,,,8.9,,,,0
546,ID,,,no,,0,103.5,,,117.9,102,10.02,,94,,,,,4,1
547,MS,38,,,,0,,,,208.7,,,,98,,,2,3.89,2,0
548,,132,,,,,206.2,100,,211.2,118,,,122,8.83,,6,,1,0
549,TX,125,415,,no,0,,,,128.7,,,190.5,113,,,4,2.97,,0
550,,,,,,37,,97,20.66,271.4,110,,,97,11.19,11.3,,3.05,2,0
551,MS,,415,yes,no,0,,123,,155.8,,13.24,256.9,,11.56,9.2,10,,0,1
552,,120,,,,0,,,,206.4,,,,93,12.74,,,2.92,,0
553,,70,,no,,0,214.8,87,36.52,,,11.14,216.9,104,,9.4,,,,0
554,WY,32,408,,,,,82,,185.6,102,,203.3,64,,10.2,,,,0
555,,,,,,,,,8.82,,83,,,,,10.1,,,3,0
556,,180,415,no,yes,33,231.8,,,232.9,,,,,9.31,7.6,,,,0
557,DE,171,510,no,yes,,,,,240,,20.4,200.9,,,,,1.57,1,0
558,IN,,,no,,,219.9,,37.38,143.3,,,130.6,69,5.88,,,,,0
559,SD,106,,,,,,,37.96,,,18.06,,,6.96,11.6,,,,0
560,,58,,yes,yes,,,96,,,100,23.15,193.4,105,,,4,,1,0
561,,,510,,,,110,,18.7,,76,,237.3,,,,3,,,0
562,,,,no,,0,,,39.92,,99,,,,7.34,10,,,4,0
563,NY,,510,no,no,0,109.8,,,,86,,255.8,,11.51,11.9,,3.21,,0
564,OK,52,,,,,214.7,68,36.5,158.6,,13.48,,,5.55,,4,,2,0
565,,,,no,no,,,123,,206.4,105,,,,12.74,10.8,3,,,0
566,,,,no,,,166.3,,28.27,158.2,86,,,,,6.1,,1.65,,0
567,NY,,415,,,,,,,,,,,,,,,,,0
568,,,,no,no,0,,93,,,106,,,107,,,,,1,0
569,,,408,,,,,108,33.37,,,11.63,154.7,,6.96,7.7,,,2,0
570,,,,,no,0,,121,17.78,149.5,71,,255.1,67,11.48,,8,,2,0
571,,,415,no,,,,,46.36,,95,,235.5,,,7.7,2,,0,1
572,,,,no,,,,104,25.33,,67,20.04,201.8,76,9.08,9.5,,,,0
573,,76,510,,no,0,,,33.71,,,,188.4,96,,,3,,0,0
574,ND,,,no,no,0,210.8,,35.84,189.6,,,157.6,,7.09,,3,4.43,,0
575,,,408,,,,,,,208.6,137,,198,,8.91,,,,1,0
576,,46,,no,no,0,,72,,164.4,,,177.5,113,7.99,8.2,3,2.21,,0
577,IA,,408,no,,0,128.8,96,21.9,,71,,141.1,128,,,,3.02,1,0
578,,,510,,,,220.9,,,,,,233.3,,10.5,,5,1.73,,0
579,OH,,,,,29,225.4,,,,,,281.1,112,12.65,12.9,3,,,0
580,MS,,510,,,0,,,32.95,,,12.89,,,9.4,,,3.4,3,0
581,,,,,yes,,,,,,,16.62,109.7,139,,,5,1.84,3,0
582,,,510,no,yes,,,,26.79,,,,,112,11.66,13.7,,3.7,,0
583,NV,3,,no,yes,,,,,,78,20.74,,,,,,3.08,,0
584,OH,,408,no,yes,,294.7,,,,,20.17,300.3,,,,6,,,0
585,,,510,,no,,190.5,,,,,15.27,,,,,,,,0
586,GA,,,,no,,,,,186.3,,,,106,,,,,,0
587,IN,,415,no,,,,101,38.49,,,23.53,213.4,,9.6,12.3,,,3,1
588,,44,,,yes,,221.8,105,37.71,,,,227.7,,,,7,3.78,,0
589,,148,415,,,,202,102,,,128,20.67,261.3,,,,,,,0
590,,,510,,yes,,,117,,,,14.88,,,,,,,,0
591,,,,,no,,210.2,,35.73,,81,,173.3,,7.8,9.9,4,,3,0
592,WA,,510,,no,0,113,,,150.1,,,,,9.19,,,2.92,2,0
593,AZ,107,,no,,32,134.2,101,22.81,211.9,145,18.01,,,7.54,8.2,,2.21,1,0
594,,96,,no,no,0,276.9,105,47.07,,94,,254.4,107,,,,,,1
595,,52,,no,,32,,68,,247.2,77,,,,13.02,,,,,0
596,,,408,,,0,,124,33.86,126,,10.71,,,13.01,,,2.05,1,0
597,AR,,,no,,0,,,,,,,,,,7.9,,2.13,1,0
598,,,,no,,,,89,,137,,11.65,,,,10.2,,,3,0
599,,151,,no,,,178.7,,30.38,292.1,138,24.83,265.9,101,,9.8,,,0,0
600,,,408,,no,,,137,,,109,,247.8,,,,4,,0,0
601,,37,510,,,0,,,29.39,,,,226.4,,,9.8,,,,1
602,LA,40,,,no,,109.4,107,,,,20.8,,,12.46,7.1,7,,,0
603,NE,91,,no,yes,,162.3,107,,233.9,,19.88,277.4,,12.48,,4,,0,0
604,,,,,,0,,,,,,,,,,6.6,,1.78,,0
605,OK,,408,no,no,,,86,,,,14.95,,,,9.5,,2.57,0,1
606,,131,,,,0,,,,167.4,91,,,109,,14.7,8,3.97,,0
607,AZ,,415,no,,,,111,,,67,,187.9,89,8.46,,4,2.84,,0
608,,,510,no,,0,109,,,259.3,,,182.1,119,,,,,,1
609,,130,,no,,0,,,36.23,,,,163.4,93,,,,,,0
610,IA,,,no,,,137.1,102,,,,17.92,191.4,120,,11.1,,3,,0
611,,116,,,yes,29,162.3,,,279.3,79,,192.7,,,,,,,1
612,MS,,,no,yes,,233.6,,39.71,,,,262.1,95,11.79,,4,3.46,,0
613,SD,,510,,,,328.1,106,,,,12.89,303.5,,13.66,,,2.35,,1
614,,,,no,yes,21,,,,,,22.11,135.4,118,,8.2,,,,0
615,WA,,,no,no,,,82,,,106,17.09,231.3,73,,8.9,,,,1
616,ID,,510,no,,,,68,23.95,217.5,,18.49,,96,5.56,13.6,4,,,0
617,ID,99,,,no,,,,24.75,,106,8.36,,,10.39,10.9,5,,,0
618,,142,,,no,,,,14.42,,63,11.62,250.5,,,14.2,6,3.83,2,0
619,,,,,no,,253.2,,43.04,188,,15.98,,133,,,,,,0
620,NC,,,,,,,87,53.35,,103,12.55,,97,8.67,,7,2.73,,0
621,,,415,no,,,,,,199.7,,,,,7.23,,,,,0
622,,,,,,,,106,,,,10.96,251.9,,11.34,6.3,,,,1
623,,,,no,,0,,,27.22,,,,199.7,84,,7.6,,,5,1
624,,,415,,,0,,102,34.34,,,,261.3,,,10.9,3,2.94,,0
625,,,,,,33,161.6,117,,123,,,261.3,,11.76,,5,3.29,,0
626,,,408,,,,148.5,126,25.25,,,,198.5,121,8.93,14.5,,,1,1
627,,94,,no,no,,,,,,,17.2,,,11.07,9.2,2,,,0
628,,,,no,no,,,104,,201.6,,,280.8,,12.64,,2,,2,1
629,,,,no,no,0,,,28.66,168.6,94,14.33,95.3,,4.29,,,,,0
630,NE,,415,no,no,0,97.5,129,,,78,,,100,,,5,,,0
631,,94,408,,,,,119,38.52,199.8,,,,,9.87,,,,,0
632,,94,,,yes,28,,88,,113.3,102,9.63,,,5.31,,,,,0
633,,88,408,,,,142.2,,,262.4,,,139.2,,6.26,10.1,,2.73,,0
634,AL,,408,,,0,154,107,,,114,,,,,,,2.73,,0
635,,,408,,,0,,,,,96,,,,6.96,,3,2.08,,0
636,,,,no,,,,107,41.36,,111,,,117,6.23,11,,,4,0
637,,,408,no,,,,,,231.9,,,,,,12.7,,,1,0
638,IL,,,,,,,71,,48.1,,,,80,5.23,8.9,,2.4,0,0
639,AL,,510,,,0,,,26.98,,,15.44,,,7.98,7.7,,,2,0
640,,,,,no,,,112,25.87,,,15.06,,,4.34,,,1.43,,0
641,,,415,no,no,0,206,128,35.02,,,,,116,6.12,13.2,,,,0
642,NM,,,,no,,,127,,,,,,,9.27,,,4.08,,0
643,ME,,510,,,0,,,,184.5,111,,,,7.57,,,,2,0
644,ID,,,,,0,263.7,,,,103,15.85,,,8.79,,,,1,1
645,PA,,,no,,0,,,,,,9.6,,,2.55,,4,,0,0
646,,,510,,,30,,79,35.05,260,,,,,,,6,,,0
647,,,,,,,264.7,81,45,216.5,,,,,,10.4,7,,,0
648,,,,,no,,119.4,,20.3,,92,,214.4,153,,12.4,7,3.35,,0
649,,,,yes,,0,,,,,99,20.67,,,8.21,,,2.97,,1
650,,,,no,no,,,,,,,17.2,,,,9.4,5,,1,0
651,,69,,no,no,,167.4,,28.46,,142,10.33,209.3,,9.42,16,,4.32,1,0
652,,26,,,,,,,39.87,,129,,191.6,,,,6,,,0
653,PA,134,408,,,,205.3,,,240.5,,20.44,179.1,107,,,,,,0
654,,103,,,yes,,,101,,,,,,,,,,,,1
655,,,510,,no,0,210.5,102,35.79,204.5,83,,,,5.75,8.5,,2.3,1,0
656,WA,161,,,no,,,,25.77,219.4,87,,224.7,,,,5,1.08,,0
657,,,415,,no,,,,,,105,,,,,,3,4.02,,0
658,TX,,,no,no,0,190.9,143,,,,12.72,191.4,,,,,,,0
659,,61,510,no,,,187.5,,,,103,12.46,,129,10.16,6.4,,1.73,,1
660,PA,85,,,,,,88,,264.6,,22.49,185.4,,8.34,,3,2.67,,0
661,,75,,,,,,,20.66,,,23.07,,,11.19,,,,,0
662,CO,,,no,,0,236.2,122,,189.4,,,,104,,,,3.59,,0
663,,,415,,,29,144.6,97,24.58,,,,165.4,148,,10.9,,,,0
664,,,415,no,yes,,,96,37.45,285.8,,,203,,9.14,,6,,4,0
665,WI,90,,no,no,,,91,10.42,,,,,80,,11.4,,3.08,,0
666,,,415,no,yes,,,77,,290,,24.65,177.1,,7.97,11.6,,3.13,,0
667,OR,135,,,no,0,,,29.72,,,18.53,180.1,102,,12.7,,3.43,,0
668,,,510,no,no,,223.8,,,,,,223.8,156,,12.3,5,3.32,,0
669,,,415,no,no,0,155.9,,26.5,,97,,262.9,103,11.83,,,3.16,3,0
670,FL,143,,,no,,119.1,117,,287.7,,,223,100,,12.2,,3.29,,0
671,,,510,no,no,,178.6,83,,,,,,,,,,2.94,1,0
672,,,408,,no,0,261.9,,44.52,148.1,,12.59,145.2,74,,13.8,4,,,0
673,,,,no,no,0,170.7,,29.02,191.1,,16.24,,107,,13.3,,,1,0
674,,,,,,,213.6,,,,82,,207.2,100,,,,,,0
675,,127,408,,,,139.6,,,240.9,,,127.1,88,,8.8,4,2.38,,0
676,,,,no,,0,139.4,,,,92,13.52,,,,7.7,,,,0
677,,,,,no,,156.5,,26.61,,,11.92,,,10.23,,2,,,0
678,UT,243,,,,0,,,16.24,,,,,118,11.89,,,,2,0
679,,25,415,no,no,0,119.3,,,,,17.98,268.9,86,,,4,,,0
680,,57,415,,no,0,,157,,174.9,,,221.9,,9.99,,,,,0
681,,147,,no,,0,248.6,,,,,,,109,7.76,8,,2.16,3,0
682,KS,74,,no,,,,107,,,115,26.4,234.7,,10.56,,4,,1,0
683,KY,64,,yes,no,,,,,,,12.61,238.6,,10.74,,3,,3,0
684,SC,,,,yes,31,197.2,,33.52,,,21.24,298.9,,,3.9,,,,0
685,WA,,,no,,,78.6,106,,187.3,,,,111,,,5,,,1
686,NJ,117,,no,,0,128.6,,21.86,,,,,,5.48,,9,,,0
687,,98,,yes,,0,,,26.93,306.6,,,,,,2.1,,,,0
688,,,408,no,,,,,,,126,17.84,222.6,,,7.9,,,1,1
689,,,408,no,yes,,,,,152,,,,,10.15,12,,3.24,1,0
690,AZ,86,,,yes,,70.9,163,12.05,166.7,,14.17,,105,11.02,,,3,,0
691,,114,,,,,,,38.39,,117,16.41,,,,,9,2.27,,0
692,,25,510,,,,242.6,,41.24,209,,17.77,,82,9.89,14.4,,3.89,,0
693,,88,510,no,,,73.3,,12.46,161.4,82,13.72,239.6,,,8.2,3,,4,1
694,IN,110,415,no,,0,,106,,,,,,112,10.51,,8,3.02,,0
695,,,,no,no,0,203.2,,,,,12.96,197.8,,,,,,,0
696,,82,408,no,no,,154,,,94.4,,,287.6,95,12.94,,7,,1,0
697,,138,,,no,,251,119,,,,,142.2,,6.4,13.8,,3.73,,0
698,,,,no,,,202.9,97,34.49,,104,,,,,,,,,0
699,,21,510,no,no,,225,,38.25,244.2,,,221.2,,9.95,,,2.89,0,0
700,TN,33,415,,,,,,31.76,,,,,103,,,,4.05,,0
701,,,,no,yes,,,76,31.25,,,19.52,144.1,124,,7.7,,2.08,,0
702,,,,,no,0,154.8,111,,,102,,,,10.23,,,,,0
703,,,,,no,0,80.7,,13.72,,,22.3,214.6,130,,,3,2.38,,0
704,,137,408,no,,0,,,29.65,156.3,,,136.5,121,6.14,,,2.75,,0
705,KY,,,no,,,,94,49.95,,62,,,,7.22,,,3.7,0,1
706,NH,,510,,no,,,105,38.44,201.5,107,17.13,,98,,,5,2.78,,0
707,WI,,408,,,,,,,,,,238,,10.71,7.7,3,,,0
708,,,415,no,no,0,,,,264.8,,,,,9.32,,,,,1
709,MA,,415,,no,,,,,188.2,,16,247,,,,4,3.32,3,0
710,,103,415,,,,,,,,,26.51,,,,,,,,0
711,,136,,,no,,183.4,,31.18,,,12.06,,122,,10.4,9,2.81,,0
712,OK,,,,,23,,,,,106,,213.7,123,,,11,3.62,,0
713,,111,,,,0,191.3,80,,,,,246,107,,,,,,0
714,,,510,,,,,62,,275,86,23.38,,,9.54,16.7,,4.51,2,0
715,LA,,,,yes,,214.1,,36.4,,,14.38,,,8.54,,,,1,0
716,AR,153,,,,,154.6,,,,,22.36,367.7,,,,,,,0
717,,,,no,yes,,,,,,,20.77,,,,,,,3,0
718,,,510,,,,,,,,,14.31,188.7,,8.49,10.2,,,0,0
719,PA,141,,,,,,,,,,,,112,,8.2,,,0,0
720,VA,182,,,,0,,,,,,14.87,,,,9.7,4,,,0
721,,,510,no,,33,,,,,110,14.53,,125,10.99,,4,3.02,2,0
722,MT,,,,,0,,69,,305,,,,86,,9.5,,,,1
723,,64,510,no,,0,219.2,,,,,,161.4,119,,,,,1,0
724,VT,64,408,no,no,0,,116,,228.4,,,273.4,,,,,2.4,,0
725,,,,no,,,194.2,98,,,,16.47,,,,9.3,,,3,0
726,LA,,408,,,,178.7,116,30.38,,,,,,,,,2.65,0,0
727,MI,,,,,35,245.4,89,,148.2,,,,,,7.5,6,,,0
728,,,408,no,no,,,,30.24,224.6,,19.09,306.3,102,13.78,,,,,0
729,,,,,,,219.3,,37.28,,,18.55,,95,,,2,,,0
730,,90,,no,no,0,,,,,,,,121,,11,5,,2,0
731,,,,,no,,155,93,,,106,28.1,,123,,,3,,1,0
732,WI,,,,,0,239.9,121,,,,,,,,9.3,5,,,0
733,,87,,,no,,110.9,,18.85,158.5,,,,131,9.34,6.2,,,,0
734,IA,,510,,yes,,123.7,93,21.03,,,,,118,,10.6,,2.86,,0
735,,89,510,yes,,,,,21.35,213,90,,,108,8.18,,,1.46,,0
